2546,55889
2402,55889
2402,54675
2335,54675
2335,53496
1823,53496
1823,52242
2446,52242
2446,51055
1537,51055
1537,50158
94553,50158
94553,48602
1655,48602
1655,47417
2426,47417
2426,46212
2495,46212
2495,44931
1861,44931
1861,43716
2028,43716
2028,42547
2484,42547
2484,41413
3053,41413
3053,40219
3253,40219
3253,38948
3131,38948
3131,37781
3493,37781
3493,36666
4021,36666
4021,35499
4353,35499
4353,34308
4622,34308
4622,33146
4986,33146
4986,31853
5036,31853
5036,30844
5795,30844
5795,29981
6836,29981
6836,28842
7252,28842
7252,27398
7103,27398
7103,26658
8297,26658
8297,25462
8653,25462
8653,24546
9485,24546
9485,23182
9622,23182
9622,22162
10307,22162
10307,21468
11433,21468
11433,20404
12045,20404
12045,19318
12644,19318
12644,18423
13481,18423
13481,17650
14449,17650
14449,16818
15340,16818
15340,16269
16508,16269
16508,15220
17174,15220
17174,14370
18039,14370
18039,13369
18779,13369
18779,12740
19839,12740
19839,11686
20560,11686
20560,11187
21711,11187
21711,10610
22791,10610
22791,10086
23897,10086
23897,8826
24539,8826
24539,8142
25560,8142
25560,7773
26758,7773
26758,7563
28024,7563
28024,6765
28982,6765
28982,6693
30288,6693
30288,5617
31140,5617
31140,5479
32399,5479
32399,4547
33350,4547
33350,4889
34759,4889
34759,4575
35925,4575
35925,3949
37000,3949
37000,3359
38100,3359
38100,3528
39390,3528
39390,2505
40415,2505
40415,2601
41678,2601
41678,2274
42862,2274
42862,2479
44119,2479
44119,2221
45313,2221
45313,1731
46496,1731
46496,2168
47744,2168
47744,1907
48952,1907
48952,1542
50172,1542
50172,2100
51384,2100
51384,1779
52617,1779
52617,2529
53784,2529
53784,2493
55001,2493
55001,2756
56187,2756
56187,2804
57402,2804
57402,2813
58630,2813
58630,3262
59778,3262
59778,3665
60925,3665
60925,3318
62264,3318
62264,3921
63362,3921
63362,4155
64563,4155
64563,4998
65561,4998
65561,5017
66841,5017
66841,5267
68053,5267
68053,6018
69059,6018
69059,6882
69997,6882
69997,7053
71256,7053
71256,7775
72247,7775
72247,8275
73353,8275
73353,8639
74546,8639
74546,8997
75759,8997
75759,9789
76706,9789
76706,10314
77831,10314
77831,11464
78508,11464
78508,11947
79672,11947
79672,12971
80412,12971
80412,13655
81426,13655
81426,14151
82620,14151
82620,15655
82880,15655
82880,16408
83831,16408
83831,16871
85100,16871
85100,18203
85446,18203
85446,18889
86501,18889
86501,19855
87238,19855
87238,20674
88165,20674
88165,21508
89091,21508
89091,22808
89365,22808
89365,23586
90390,23586
90390,24769
90800,24769
90800,25597
91793,25597
91793,27060
91678,27060
91678,27961
92558,27961
92558,29178
92831,29178
92831,30029
93874,30029
93874,31214
94208,31214
94208,32417
94474,32417
94474,33336
95489,33336
95489,34503
95867,34503
95867,35879
95570,35879
95570,36938
96268,36938
96268,38056
96813,38056
96813,39271
96990,39271
96990,40548
96833,40548
96833,41714
97196,41714
97196,42898
97483,42898
97483,44122
97495,44122
97495,45308
97827,45308
97827,46513
98040,46513
98040,47749
97735,47749
97735,48960
97719,48960
97719,50169
